|6.6.6
primRef_1.tab
           2
T(K)    
   300.00000000000000     
   31.623076923076923     
          118
P(bar)  
   1.0000000000000000     
   11965.794871794871     
          118
           6
T(K)           P(bar)         mode           rho,kg/m3      Ks,bar         Gs,bar        
3.652150000000000091e+03 6.940180000000000000e+05 3.078850000000000000e+10 4.931810000000000400e+03 4.671030000000000000e+06 1.884080000000000000e+06
3.683769999999999982e+03 6.940180000000000000e+05 3.096910000000000000e+10 4.928920000000000073e+03 4.665500000000000000e+06 1.877360000000000000e+06
3.715389999999999873e+03 6.940180000000000000e+05 3.114960000000000000e+10 4.926029999999999745e+03 4.659960000000000000e+06 1.870640000000000000e+06
3.747019999999999982e+03 6.940180000000000000e+05 3.133010000000000000e+10 4.923130000000000109e+03 4.654420000000000000e+06 1.863900000000000000e+06
3.778639999999999873e+03 6.940180000000000000e+05 3.151050000000000000e+10 4.920229999999999563e+03 4.648880000000000000e+06 1.857160000000000000e+06
3.810260000000000218e+03 6.940180000000000000e+05 3.169090000000000000e+10 4.917319999999999709e+03 4.643330000000000000e+06 1.850410000000000000e+06
3.841880000000000109e+03 6.940180000000000000e+05 3.187120000000000000e+10 4.914409999999999854e+03 4.637770000000000000e+06 1.843650000000000000e+06
3.873510000000000218e+03 6.940180000000000000e+05 3.205150000000000000e+10 4.911489999999999782e+03 4.632210000000000000e+06 1.836880000000000000e+06
3.905130000000000109e+03 6.940180000000000000e+05 3.223170000000000000e+10 4.908569999999999709e+03 4.626640000000000000e+06 1.830110000000000000e+06
3.936750000000000000e+03 6.940180000000000000e+05 3.241180000000000000e+10 4.905640000000000327e+03 4.621070000000000000e+06 1.823320000000000000e+06
3.968380000000000109e+03 6.940180000000000000e+05 3.259190000000000000e+10 4.902710000000000036e+03 4.615490000000000000e+06 1.816530000000000000e+06
4.000000000000000000e+03 6.940180000000000000e+05 3.277200000000000000e+10 4.899770000000000437e+03 4.609830000000000000e+06 1.809750000000000000e+06
3.000000000000000000e+02 7.059830000000000000e+05 1.344960000000000000e+10 5.216529999999999745e+03 5.253080000000000000e+06 2.541050000000000000e+06
3.316229999999999905e+02 7.059830000000000000e+05 1.355150000000000000e+10 5.215149999999999636e+03 5.250260000000000000e+06 2.537730000000000000e+06
3.632459999999999809e+02 7.059830000000000000e+05 1.366360000000000000e+10 5.213640000000000327e+03 5.247160000000000000e+06 2.534070000000000000e+06
3.948690000000000282e+02 7.059830000000000000e+05 1.378450000000000000e+10 5.212000000000000000e+03 5.243810000000000000e+06 2.530130000000000000e+06
4.264920000000000186e+02 7.059830000000000000e+05 1.391280000000000000e+10 5.210260000000000218e+03 5.240250000000000000e+06 2.525940000000000000e+06
4.581150000000000091e+02 7.059830000000000000e+05 1.404760000000000000e+10 5.208430000000000291e+03 5.236520000000000000e+06 2.521530000000000000e+06
4.897379999999999995e+02 7.059830000000000000e+05 1.418790000000000000e+10 5.206520000000000437e+03 5.232620000000000000e+06 2.516950000000000000e+06
5.213619999999999663e+02 7.059830000000000000e+05 1.433290000000000000e+10 5.204550000000000182e+03 5.228590000000000000e+06 2.512200000000000000e+06
5.529850000000000136e+02 7.059830000000000000e+05 1.448210000000000000e+10 5.202520000000000437e+03 5.224450000000000000e+06 2.507320000000000000e+06
5.846079999999999472e+02 7.059830000000000000e+05 1.463480000000000000e+10 5.200439999999999600e+03 5.220200000000000000e+06 2.502320000000000000e+06
6.162309999999999945e+02 7.059830000000000000e+05 1.479060000000000000e+10 5.198310000000000400e+03 5.215870000000000000e+06 2.497210000000000000e+06
6.478540000000000418e+02 7.059830000000000000e+05 1.494920000000000000e+10 5.196140000000000327e+03 5.211450000000000000e+06 2.492000000000000000e+06
6.794769999999999754e+02 7.059830000000000000e+05 1.511010000000000000e+10 5.193939999999999600e+03 5.206960000000000000e+06 2.486720000000000000e+06
7.111000000000000227e+02 7.059830000000000000e+05 1.527320000000000000e+10 5.191699999999999818e+03 5.202420000000000000e+06 2.481360000000000000e+06
7.427229999999999563e+02 7.059830000000000000e+05 1.543810000000000000e+10 5.189439999999999600e+03 5.197810000000000000e+06 2.475930000000000000e+06
7.743460000000000036e+02 7.059830000000000000e+05 1.560460000000000000e+10 5.187149999999999636e+03 5.193160000000000000e+06 2.470450000000000000e+06
8.059690000000000509e+02 7.059830000000000000e+05 1.577270000000000000e+10 5.184840000000000146e+03 5.188470000000000000e+06 2.464910000000000000e+06
8.375919999999999845e+02 7.059830000000000000e+05 1.594200000000000000e+10 5.182510000000000218e+03 5.183730000000000000e+06 2.459320000000000000e+06
8.692150000000000318e+02 7.059830000000000000e+05 1.611250000000000000e+10 5.180159999999999854e+03 5.178950000000000000e+06 2.453680000000000000e+06
9.008379999999999654e+02 7.059830000000000000e+05 1.628410000000000000e+10 5.177789999999999964e+03 5.174150000000000000e+06 2.448010000000000000e+06
9.324619999999999891e+02 7.059830000000000000e+05 1.645660000000000000e+10 5.175399999999999636e+03 5.169310000000000000e+06 2.442300000000000000e+06
9.640850000000000364e+02 7.059830000000000000e+05 1.663000000000000000e+10 5.173000000000000000e+03 5.164440000000000000e+06 2.436550000000000000e+06
9.957079999999999700e+02 7.059830000000000000e+05 1.680420000000000000e+10 5.170590000000000146e+03 5.159550000000000000e+06 2.430770000000000000e+06
1.027329999999999927e+03 7.059830000000000000e+05 1.697910000000000000e+10 5.168159999999999854e+03 5.154640000000000000e+06 2.424970000000000000e+06
1.058950000000000045e+03 7.059830000000000000e+05 1.715460000000000000e+10 5.165720000000000255e+03 5.149700000000000000e+06 2.419130000000000000e+06
1.090579999999999927e+03 7.059830000000000000e+05 1.733070000000000000e+10 5.163270000000000437e+03 5.144740000000000000e+06 2.413270000000000000e+06
1.122200000000000045e+03 7.059830000000000000e+05 1.750730000000000000e+10 5.160800000000000182e+03 5.139760000000000000e+06 2.407390000000000000e+06
1.153819999999999936e+03 7.059830000000000000e+05 1.768440000000000000e+10 5.158329999999999927e+03 5.134770000000000000e+06 2.401480000000000000e+06
